student_id,problem_id,correct,skill_ids
524,80,1,[42]
582,274,1,[11]
529,177,1,"[63, 50]"
883,338,1,[59]
147,321,1,"[79, 27, 70]"
666,339,1,"[31, 7]"
304,438,1,"[49, 58, 56]"
620,445,1,"[26, 93, 33]"
748,136,1,"[39, 85]"
820,387,1,"[40, 1, 71, 6]"
864,25,1,"[18, 32, 1, 66]"
582,325,0,"[77, 14, 20, 77]"
695,183,1,"[81, 38, 19]"
762,168,0,[72]
228,467,1,[50]
102,338,0,"[92, 14]"
587,178,1,"[40, 93, 46, 25]"
417,373,0,"[69, 38]"
958,95,1,[69]
216,33,1,"[91, 8, 90, 98]"
407,111,1,"[5, 67]"
399,146,1,"[86, 86, 28, 40]"
923,381,1,"[61, 39, 61, 23]"
715,441,1,"[39, 69]"
704,231,1,"[13, 77]"
761,272,1,"[44, 98]"
499,336,1,"[22, 61]"
754,495,1,"[16, 83, 69, 27]"
465,38,1,[28]
691,425,0,"[44, 19]"
949,135,0,"[80, 53]"
974,334,0,"[63, 51, 42]"
731,235,0,"[17, 99, 83]"
82,437,1,"[59, 70]"
604,319,0,"[0, 36, 48, 34]"
947,368,1,[66]
687,345,1,"[92, 8, 36]"
751,160,0,"[55, 88, 11, 70]"
772,38,1,"[3, 60, 44]"
903,150,1,"[94, 49, 49]"
365,400,1,"[73, 47, 22]"
163,308,1,"[86, 92]"
48,29,1,"[82, 28, 42, 52]"
511,144,1,"[92, 23]"
329,76,1,"[73, 13, 51, 69]"
840,145,1,"[57, 78, 36, 47]"
116,229,1,"[38, 91]"
941,64,1,"[12, 65]"
849,347,0,"[40, 31, 51, 4]"
337,345,1,"[65, 77, 51]"
881,269,0,"[48, 28]"
737,328,1,"[37, 69, 97, 7]"
864,184,1,"[54, 1, 25]"
840,261,1,"[16, 58, 87]"
147,268,1,"[15, 57, 63]"
575,169,1,"[84, 25]"
806,259,1,[45]
323,227,1,"[67, 49]"
443,33,1,"[47, 67, 18]"
837,377,1,"[24, 71]"
13,214,0,"[50, 17]"
943,50,1,"[57, 63, 70, 56]"
494,440,0,[58]
701,492,0,"[85, 14, 94]"
287,393,1,"[25, 47, 13, 80]"
720,489,0,[6]
114,210,0,"[90, 91]"
480,434,1,"[11, 16, 72]"
22,29,1,"[7, 90, 41, 75]"
349,39,1,[19]
726,347,1,[8]
683,100,1,"[23, 33, 35]"
835,173,0,"[28, 86, 98, 15]"
566,17,0,"[90, 38, 57, 11]"
906,56,1,"[3, 24, 69, 66]"
810,226,1,"[23, 84, 5]"
320,46,0,[71]
126,67,1,[47]
277,197,1,"[1, 37, 39]"
976,142,1,"[87, 20, 81, 34]"
204,323,1,"[74, 66, 59]"
194,23,1,"[64, 62, 22]"
681,487,1,"[41, 93]"
664,94,1,"[65, 80, 40, 19]"
547,242,1,[56]
696,237,1,"[74, 16, 77, 81]"
286,445,1,"[62, 71]"
57,407,0,[71]
734,411,1,"[91, 71]"
303,54,1,"[83, 71, 77, 12]"
163,138,1,"[16, 25, 5]"
19,473,1,[3]
370,333,0,[6]
264,272,1,[85]
794,41,1,"[91, 49, 5, 29]"
113,98,0,"[55, 38]"
488,183,1,"[53, 21]"
327,128,1,[40]
542,229,1,"[9, 1]"
647,317,0,"[47, 41, 10]"
579,86,1,"[11, 13]"
65,256,0,"[59, 76]"
292,209,1,"[37, 74]"
25,215,1,[90]
549,374,0,"[38, 48, 72]"
1,100,1,"[89, 88]"
911,49,0,[5]
549,201,0,"[66, 94, 27]"
141,436,0,[43]
744,258,1,"[17, 31, 82]"
648,480,1,"[68, 43, 69]"
901,376,0,"[75, 57, 46]"
188,178,1,"[16, 38]"
128,245,1,"[6, 62, 56]"
201,123,1,"[74, 33, 52, 65]"
127,342,1,"[81, 47]"
257,171,1,"[42, 72, 3, 77]"
676,333,1,"[93, 90, 92]"
547,136,1,"[31, 93, 89, 93]"
194,59,1,"[9, 11, 96]"
703,193,1,"[81, 38]"
104,465,0,"[67, 9, 91, 81]"
535,268,0,"[72, 85, 9, 22]"
265,260,1,"[76, 87, 12]"
802,373,1,"[88, 43, 92, 79]"
942,461,1,"[39, 5, 71, 97]"
974,95,1,"[42, 31]"
384,125,0,[73]
260,41,0,"[86, 18]"
414,379,0,"[51, 51, 33, 58]"
991,254,1,"[80, 4]"
358,7,1,"[40, 33]"
75,471,1,"[19, 53]"
355,216,1,"[65, 91, 17]"
584,69,1,"[47, 34, 78, 38]"
771,69,1,"[2, 18, 86, 82]"
910,81,1,[17]
188,30,1,"[82, 4]"
973,73,1,"[12, 33, 87]"
685,262,1,"[67, 99]"
992,89,0,"[42, 64, 40, 37]"
290,403,1,"[37, 12, 21, 28]"
45,208,1,"[8, 90]"
573,213,1,"[67, 16]"
83,322,0,"[36, 63]"
123,266,1,"[3, 39, 15]"
358,400,0,"[90, 25, 94]"
528,293,1,"[71, 64]"
66,207,0,[1]
936,333,1,"[90, 44, 42]"
657,77,1,"[33, 79, 64]"
375,288,1,"[6, 34, 21, 47]"
162,493,1,"[25, 5, 45, 54]"
746,47,0,"[94, 54, 84]"
380,110,1,[85]
656,200,1,[62]
358,427,0,[20]
188,210,1,[19]
322,376,0,[90]
450,420,1,[42]
474,154,0,[44]
13,10,1,"[64, 2, 95, 19]"
184,415,1,[36]
111,353,1,"[73, 44]"
927,157,1,[41]
508,261,1,"[59, 95]"
290,77,1,[30]
295,257,0,"[67, 61, 48, 17]"
451,471,0,"[52, 17, 50]"
904,488,0,[96]
215,131,0,[66]
974,67,0,[82]
632,455,0,"[5, 73, 36]"
894,228,0,"[80, 90, 1, 52]"
567,163,1,[27]
27,15,0,[36]
630,232,0,[16]
733,195,0,[55]
231,349,1,[57]
565,30,1,"[3, 54, 48]"
807,359,0,"[37, 44, 29]"
321,338,0,"[36, 55, 26, 31]"
913,331,1,"[10, 57]"
233,427,1,[34]
670,497,1,[29]
437,316,1,"[17, 29]"
781,486,1,"[15, 74]"
533,296,1,"[3, 14]"
403,449,0,"[26, 3, 34, 84]"
53,413,1,"[99, 65, 38]"
787,330,1,"[33, 32, 49, 59]"
313,220,0,"[71, 41, 85, 90]"
281,377,1,"[74, 26, 0, 91]"
726,479,1,"[7, 45, 23]"
31,147,1,"[39, 50, 99]"
337,259,1,"[23, 21, 73]"
183,292,0,"[7, 57, 14, 7]"
23,299,0,[41]
544,143,1,"[34, 40, 47]"
446,481,1,"[95, 70]"
74,425,1,"[96, 34, 26, 64]"
10,235,0,"[65, 70]"
484,115,0,"[62, 92, 79, 28]"
456,365,1,"[63, 85, 52]"
566,90,1,"[67, 24]"
564,208,0,"[12, 80, 39, 71]"
660,164,0,"[6, 31, 23]"
160,481,1,[46]
882,84,0,"[50, 35, 26, 69]"
14,77,1,"[94, 75]"
178,161,1,"[88, 67]"
412,5,1,"[12, 24]"
878,485,1,"[21, 98, 20]"
53,78,1,"[66, 36, 44]"
408,91,1,"[80, 54]"
847,87,1,"[34, 40]"
22,270,1,"[10, 87, 7, 53]"
30,104,1,"[0, 97]"
703,452,1,"[99, 33, 56, 97]"
260,487,0,[53]
205,339,1,[51]
59,175,1,"[35, 24]"
471,54,0,"[57, 54, 94]"
776,388,1,"[27, 67, 80]"
466,478,1,"[33, 83]"
12,211,1,[4]
631,95,0,"[59, 87, 16, 56]"
927,223,0,"[91, 64, 65]"
974,9,1,[92]
290,53,1,"[81, 54, 23, 31]"
850,77,1,[46]
760,206,0,"[20, 93, 66, 96]"
354,316,1,"[13, 5, 68]"
639,302,0,[54]
75,310,1,[58]
873,330,1,"[84, 75, 58, 86]"
716,112,0,"[63, 42]"
561,351,0,"[41, 73]"
591,165,1,[59]
441,279,1,"[63, 90]"
991,27,1,[57]
241,70,1,"[77, 70]"
861,218,1,[83]
154,450,1,"[55, 83, 35, 68]"
786,365,1,[38]
96,189,1,"[80, 5]"
726,333,1,"[24, 2, 52]"
294,435,1,"[25, 46, 7, 56]"
209,306,1,[54]
343,124,0,"[78, 0]"
88,19,1,"[22, 99, 53, 41]"
818,257,1,"[49, 3, 7, 35]"
776,296,1,"[29, 99]"
937,416,1,"[29, 63, 73, 10]"
390,22,1,"[79, 54]"
325,368,1,"[3, 48, 43]"
940,477,1,"[47, 98, 97]"
889,450,0,"[69, 96]"
832,40,0,"[90, 11, 44]"
157,38,1,"[8, 0, 4, 70]"
668,48,1,"[53, 23]"
651,183,1,"[9, 60]"
633,75,1,"[43, 11, 21, 26]"
577,209,1,"[81, 68, 13]"
619,183,1,[51]
659,435,1,"[84, 58, 37]"
137,107,0,"[19, 77, 19, 55]"
923,188,1,[29]
674,264,1,"[40, 83, 70]"
428,86,0,"[68, 94, 28]"
452,324,1,"[88, 76, 43]"
612,331,1,"[78, 87, 89, 82]"
850,456,1,[23]
911,137,1,"[16, 68, 60]"
819,346,1,"[21, 73, 84, 88]"
141,386,1,"[29, 92]"
83,336,1,"[10, 47, 45]"
177,95,1,"[18, 85, 91]"
198,326,0,"[67, 53, 82]"
624,245,1,[49]
568,469,1,"[99, 86, 91, 10]"
972,90,0,"[13, 12]"
691,59,1,"[79, 27, 93, 43]"
421,403,1,[62]
401,28,1,"[60, 90, 16]"
698,72,1,"[25, 6]"
471,270,1,"[98, 78, 15]"
218,24,1,[16]
925,112,0,[89]
929,300,1,"[83, 83, 22]"
828,485,1,[8]
987,56,1,"[17, 92, 74]"
729,474,1,"[47, 71, 90]"
632,223,1,"[22, 84]"
951,120,1,"[37, 58]"
906,179,1,"[84, 42, 11, 52]"
175,288,1,"[13, 51]"
23,434,0,"[71, 90, 60, 40]"
725,425,0,[47]
917,450,1,"[34, 43, 38, 14]"
235,281,0,"[11, 97, 7]"
13,372,1,"[93, 66, 93, 92]"
101,492,0,[79]
929,189,1,"[30, 73]"
536,66,1,"[42, 25]"
876,298,0,"[58, 68, 72, 10]"
523,449,1,"[22, 80, 42]"
785,420,0,[80]
452,249,1,"[38, 72, 81]"
431,76,1,"[17, 93, 41]"
793,137,1,"[25, 17, 84, 40]"
606,164,0,"[32, 42]"
713,233,1,"[54, 57]"
533,255,1,"[9, 27]"
852,476,0,"[82, 25]"
979,294,0,"[16, 33]"
723,417,0,"[13, 25]"
652,170,1,"[33, 82]"
293,317,0,"[94, 69, 19, 38]"
810,174,0,[44]
913,470,0,"[21, 70]"
101,345,1,[5]
502,445,1,"[71, 22, 17, 13]"
304,18,1,"[60, 35]"
871,70,1,"[4, 52, 47]"
540,338,1,"[10, 1, 86]"
553,116,1,"[81, 67, 78, 11]"
355,80,1,"[66, 31, 35]"
303,15,1,[69]
496,176,1,"[8, 75]"
658,456,1,"[58, 23, 62, 77]"
768,269,0,[40]
974,119,1,"[90, 73, 1, 94]"
227,299,1,"[15, 58, 0, 85]"
236,188,1,[0]
873,57,1,"[21, 97, 75]"
892,199,0,"[86, 27, 75]"
455,17,1,"[86, 0, 1]"
13,434,1,"[94, 65, 48, 88]"
210,288,1,"[18, 27]"
741,406,0,"[38, 18]"
397,55,1,"[63, 57, 16]"
100,499,1,"[78, 85]"
31,441,1,[97]
898,269,1,[22]
528,303,1,[9]
649,87,1,"[11, 9, 59, 29]"
329,318,1,"[23, 68]"
166,438,1,[99]
459,29,1,[17]
822,22,1,"[94, 87, 3]"
952,321,1,[25]
982,285,1,[43]
993,48,1,"[41, 9]"
100,5,0,[72]
621,250,1,[53]
855,163,1,"[45, 12, 63, 77]"
173,202,1,"[86, 54, 62, 17]"
749,467,1,[91]
162,101,1,"[19, 64, 63]"
905,71,1,"[90, 63, 12, 67]"
728,430,1,[69]
776,163,0,"[56, 44]"
263,173,1,"[85, 37, 53, 35]"
804,141,1,[66]
274,138,0,[78]
3,66,1,"[97, 26, 86]"
28,198,0,[86]
326,328,1,"[84, 32]"
940,228,1,[80]
149,281,1,"[61, 64, 70, 66]"
540,172,0,"[79, 79]"
488,316,0,"[13, 89, 90, 56]"
822,431,1,"[16, 43, 3, 80]"
438,40,1,[29]
65,7,1,[84]
356,174,1,[74]
533,151,0,"[54, 29, 17]"
252,211,1,"[97, 91, 72, 43]"
235,302,1,"[30, 15]"
227,86,0,"[92, 76, 22]"
525,397,0,"[1, 11]"
313,253,1,"[91, 95]"
49,21,1,"[23, 36, 28, 41]"
118,257,0,"[2, 76]"
54,379,1,[28]
650,403,1,"[58, 91]"
565,381,1,"[3, 50, 4, 38]"
44,444,0,[4]
815,33,1,"[97, 55, 24, 90]"
53,260,1,"[51, 6, 60, 99]"
586,234,1,"[84, 46, 81, 65]"
558,3,0,"[4, 43, 41]"
525,347,0,"[60, 62]"
677,308,0,"[37, 91]"
102,489,1,"[53, 43, 23]"
792,227,0,"[62, 96, 38, 11]"
770,284,0,"[8, 78, 86]"
982,70,0,"[21, 35, 73, 27]"
849,454,0,"[98, 28, 4, 3]"
868,439,1,"[14, 93, 59]"
398,313,1,"[22, 28]"
138,364,0,"[98, 56]"
675,471,0,"[58, 47]"
921,254,1,"[81, 34, 45]"
387,481,1,[70]
111,144,1,"[9, 87]"
614,24,1,[47]
17,453,1,"[90, 69, 62, 48]"
780,425,0,"[84, 40, 82, 97]"
182,234,1,"[22, 12, 52]"
884,333,1,"[91, 69, 56]"
536,175,1,"[66, 47, 19, 61]"
541,332,1,[62]
171,325,1,"[25, 37, 91, 98]"
409,357,1,"[40, 1, 6, 24]"
740,159,1,"[49, 95, 63]"
378,348,1,"[52, 74, 9, 60]"
188,348,1,"[98, 67, 41]"
858,286,1,"[43, 27]"
230,18,1,"[77, 57, 92]"
833,44,1,"[54, 33]"
852,155,0,[19]
119,355,1,"[93, 25, 83]"
156,410,0,[64]
784,377,1,[96]
687,231,0,"[74, 14, 13]"
465,497,1,"[0, 32, 69]"
104,371,1,"[22, 53, 89, 2]"
604,316,1,"[5, 24]"
698,402,1,"[16, 27, 31]"
972,225,1,[22]
795,217,1,[15]
502,56,0,"[25, 32, 57, 47]"
693,31,1,"[54, 40, 61]"
682,357,1,[58]
699,59,1,"[81, 20]"
175,380,0,"[45, 54, 61]"
734,386,1,"[41, 47, 27]"
745,353,1,"[5, 58, 89, 69]"
674,423,1,"[56, 53, 59]"
421,445,1,"[16, 39]"
134,235,0,"[84, 53]"
391,107,0,"[43, 83, 66]"
992,191,1,[35]
736,480,1,[42]
501,18,1,"[61, 82, 60, 93]"
665,401,1,"[76, 32, 65]"
33,226,1,"[22, 48]"
55,167,1,"[93, 14, 65, 29]"
954,71,1,[3]
519,362,0,"[64, 7, 51, 13]"
756,54,1,"[10, 58]"
825,245,0,"[87, 31, 88, 45]"
638,483,0,"[15, 41, 15, 99]"
12,350,0,"[75, 61, 33, 37]"
528,76,1,"[83, 46, 78]"
720,35,0,"[79, 87]"
555,267,0,"[0, 52, 63]"
373,317,1,"[46, 37, 62, 80]"
484,300,1,[20]
973,121,1,[12]
647,324,0,"[65, 42]"
228,25,0,"[88, 91]"
623,432,0,"[25, 98, 91, 60]"
307,160,0,[61]
457,84,1,[81]
160,114,1,"[53, 40]"
331,223,1,"[8, 43, 55, 93]"
776,388,1,"[97, 96, 90]"
225,166,1,"[72, 12, 29]"
983,191,0,[79]
729,175,0,"[41, 25, 58]"
504,1,1,[90]
456,387,1,"[91, 2, 40]"
45,229,1,[0]
214,86,1,[69]
59,62,1,"[49, 79, 96]"
644,320,1,"[58, 95, 73, 62]"
616,401,0,[9]
195,382,0,[0]
925,206,0,"[13, 20, 57]"
489,105,1,"[37, 0, 83, 4]"
157,318,1,"[43, 95, 64, 56]"
610,291,1,"[44, 59, 65, 94]"
226,250,0,"[25, 8, 50]"
412,13,0,"[7, 4]"
205,163,1,"[38, 67]"
79,43,0,"[35, 20, 96, 25]"
124,386,1,"[74, 84, 85, 55]"
471,440,1,[58]
940,111,0,"[6, 41, 12, 83]"
218,205,0,"[33, 99, 52]"
516,384,1,"[56, 60]"
602,256,1,[55]
104,307,1,[91]
393,438,1,"[67, 70]"
631,144,0,[16]
645,146,1,[80]
824,391,1,"[82, 89, 72, 1]"
608,301,1,"[19, 86]"
980,164,0,"[55, 89]"
434,169,0,"[24, 61, 16, 38]"
331,478,0,[9]
143,298,1,"[24, 27, 89]"
800,233,0,"[60, 57, 43, 82]"
540,391,1,"[22, 77, 16, 78]"
278,271,1,[37]
233,60,0,"[18, 31]"
529,296,1,[85]
571,467,1,"[63, 35, 64, 82]"
90,235,1,"[25, 6, 33]"
492,165,1,"[5, 36, 61, 85]"
199,194,1,[72]
362,234,0,"[59, 92, 63]"
441,368,1,"[51, 16]"
26,183,1,"[76, 80, 53, 9]"
25,333,0,[24]
394,232,0,"[63, 78]"
507,361,1,"[26, 57, 60]"
301,491,1,"[78, 70, 42]"
339,107,1,"[79, 87, 86, 10]"
267,378,1,"[4, 57, 38, 47]"
461,223,1,"[79, 19]"
693,80,1,[80]
456,234,1,"[59, 25, 78]"
360,381,1,[14]
68,184,1,"[83, 93, 20]"
863,428,1,"[34, 43, 5]"
412,185,1,"[74, 22, 38, 72]"
971,134,1,"[99, 39]"
491,220,1,"[35, 27, 63, 82]"
833,288,1,"[57, 37]"
49,364,1,"[78, 43, 75]"
687,202,0,"[72, 34]"
564,370,1,[45]
102,146,1,"[62, 94, 91, 44]"
216,324,1,[56]
438,127,1,[6]
700,457,0,"[15, 49]"
569,135,1,"[96, 5]"
559,114,1,[20]
159,264,1,"[31, 5]"
489,64,0,"[38, 48]"
686,491,0,"[55, 13, 22]"
242,135,1,"[84, 50, 93]"
794,41,1,[52]
753,296,0,"[10, 34, 54, 57]"
882,3,0,"[36, 99, 76, 8]"
5,401,1,"[54, 45, 79, 69]"
596,194,1,"[9, 22, 20]"
820,463,1,"[44, 2]"
361,110,1,"[42, 98, 6]"
459,221,1,"[61, 41, 96]"
248,370,1,"[89, 61, 7, 83]"
566,368,0,[4]
673,436,1,"[8, 7, 6]"
946,406,0,[99]
422,4,1,"[66, 7, 68]"
923,244,0,[16]
738,390,1,[57]
15,166,1,"[26, 75, 91]"
736,26,1,"[27, 88, 57, 49]"
573,395,1,"[66, 30, 11, 54]"
122,474,0,[3]
277,17,1,"[41, 90]"
558,216,1,"[21, 0]"
453,92,1,"[42, 19, 17, 69]"
390,483,0,[75]
294,31,1,[52]
574,205,1,"[81, 9]"
598,419,1,"[83, 11, 3, 41]"
446,400,1,"[4, 25]"
210,207,0,"[58, 61, 79, 4]"
590,107,1,"[82, 5]"
714,146,1,"[94, 94, 52, 6]"
302,367,1,"[38, 85]"
909,101,1,"[27, 41]"
223,368,1,"[51, 21]"
734,318,1,[95]
3,368,1,"[13, 30, 3]"
990,241,1,[21]
518,489,1,"[92, 98]"
93,411,1,"[76, 83, 82, 78]"
520,247,1,"[89, 83, 60]"
428,163,0,"[5, 78, 67, 5]"
493,372,0,"[35, 14]"
235,173,1,"[39, 40, 6, 21]"
620,35,1,"[10, 1, 29, 67]"
161,284,1,[88]
721,359,0,[24]
752,381,0,[71]
331,358,1,[91]
333,393,1,"[84, 48]"
50,460,1,"[97, 86, 78, 26]"
523,399,1,"[27, 10]"
863,21,0,"[20, 41]"
668,308,1,"[31, 70, 21, 77]"
492,163,0,[20]
582,490,1,"[33, 9]"
681,97,1,[64]
272,307,1,"[66, 94, 42, 40]"
580,339,1,[3]
867,55,0,"[22, 69, 33, 40]"
252,471,1,"[99, 89]"
560,333,1,[32]
696,127,1,[51]
832,428,1,[50]
699,193,1,"[54, 85, 55]"
90,243,0,"[34, 67, 58]"
446,349,1,"[58, 12, 61, 93]"
332,88,1,"[46, 75]"
139,336,0,"[20, 64, 17]"
357,409,1,[70]
601,215,1,[80]
274,92,1,[95]
19,303,1,[44]
983,464,0,"[29, 74]"
311,235,1,"[52, 9]"
870,184,1,"[30, 5, 82, 18]"
886,38,1,"[63, 81, 54, 66]"
978,139,1,[5]
154,195,1,[41]
390,15,1,"[92, 54, 48, 98]"
260,257,0,"[29, 34, 62]"
620,135,1,"[21, 42, 27]"
883,1,1,"[31, 68]"
797,49,1,"[33, 30]"
571,96,1,"[96, 3]"
125,201,1,"[14, 59]"
354,413,1,"[19, 48, 98, 67]"
273,26,1,"[23, 26]"
619,343,1,[63]
811,429,1,[68]
245,235,1,"[44, 19]"
848,349,1,"[5, 90, 91]"
450,244,0,"[8, 51, 27]"
930,358,1,"[84, 62, 94]"
247,481,0,"[6, 36]"
520,327,1,[91]
141,396,0,"[16, 89, 91, 36]"
362,351,1,[59]
8,416,1,[48]
478,374,0,[96]
352,404,1,"[33, 86, 29, 26]"
996,375,1,"[8, 19, 86]"
495,51,0,"[18, 67, 76]"
606,81,1,"[11, 72]"
833,36,1,"[84, 78, 4]"
427,67,1,[24]
39,129,1,"[30, 45, 33, 40]"
593,370,1,"[90, 67]"
187,155,0,"[37, 45, 68]"
596,245,1,"[42, 77, 70]"
600,111,0,"[44, 17]"
754,168,1,"[1, 40, 19, 92]"
854,481,0,"[89, 37]"
93,468,1,[68]
86,142,0,"[13, 24]"
44,356,1,"[8, 93, 82, 60]"
137,197,0,"[7, 15, 7, 22]"
421,471,1,[95]
74,109,1,[33]
548,376,1,[17]
613,79,1,[43]
988,390,1,"[14, 92, 22]"
512,161,1,"[64, 85, 70]"
156,439,1,[31]
938,19,1,"[31, 32, 42, 12]"
255,127,1,"[91, 8, 61, 56]"
171,205,1,"[47, 42]"
981,29,0,"[80, 97, 31]"
728,445,0,"[72, 59, 0]"
170,454,1,[83]
764,207,1,[84]
872,464,1,[67]
322,280,0,[60]
567,151,1,"[88, 6, 36, 41]"
456,240,1,"[16, 27, 69, 47]"
944,266,1,"[41, 35]"
603,182,0,"[30, 64]"
790,105,1,"[12, 30, 28]"
613,425,1,[32]
155,433,1,[9]
889,401,1,"[62, 72]"
349,497,1,[95]
451,440,1,[1]
876,236,0,"[1, 68]"
653,173,1,"[36, 1]"
173,158,0,[60]
10,172,1,"[39, 62]"
740,494,1,[37]
265,458,0,[81]
438,311,1,"[83, 49, 33]"
760,403,1,"[71, 3, 93, 51]"
247,157,0,"[99, 72, 11]"
667,258,1,"[34, 5]"
546,164,1,"[22, 67, 64]"
499,147,0,"[8, 57, 47]"
129,391,1,"[62, 8, 43]"
672,154,1,"[14, 87]"
601,463,0,[47]
605,367,1,"[91, 41, 16, 34]"
327,38,1,"[3, 47, 13]"
753,131,0,"[24, 45, 47]"
835,358,1,"[49, 6, 94, 59]"
980,255,0,"[62, 19, 15]"
404,208,0,"[35, 18]"
629,450,1,"[67, 97]"
606,95,1,"[46, 48, 77]"
675,348,1,"[31, 16, 13]"
611,327,1,[31]
625,478,0,"[59, 51, 65, 3]"
359,171,1,"[93, 93, 62, 32]"
603,250,1,"[0, 96]"
858,190,1,"[63, 94, 36, 77]"
718,199,0,"[69, 6]"
17,484,1,"[23, 67, 54, 88]"
274,221,0,"[2, 91, 22]"
685,24,1,"[56, 47, 12, 60]"
116,244,0,"[88, 23]"
861,423,1,"[32, 77, 23]"
980,324,1,"[51, 86]"
693,128,0,"[18, 75]"
91,93,1,"[28, 63]"
82,300,1,"[80, 29]"
324,133,0,"[20, 64, 3]"
961,55,1,"[7, 17]"
114,477,1,"[59, 44, 71, 94]"
769,158,1,"[27, 63, 36]"
58,29,0,"[78, 67, 34]"
154,410,1,"[97, 35, 56]"
877,211,1,"[3, 48]"
404,154,1,"[38, 17]"
628,293,1,"[85, 9, 92, 22]"
855,475,0,"[58, 82, 89, 6]"
266,222,1,[2]
315,115,1,"[10, 79, 83, 50]"
715,437,1,"[22, 31, 40]"
41,158,1,"[37, 66]"
105,259,0,"[71, 77, 71, 74]"
901,251,1,"[41, 42]"
890,122,1,[78]
193,299,1,[77]
401,263,0,"[89, 56, 63]"
278,381,1,"[59, 51, 71, 67]"
354,49,1,"[81, 26, 58, 18]"
749,377,0,"[72, 38, 65]"
937,329,0,[55]
733,297,0,"[27, 47]"
580,362,1,"[92, 47]"
709,77,0,"[53, 15, 34]"
256,463,1,"[86, 29, 47]"
651,438,1,[7]
824,127,1,"[50, 9, 27]"
947,197,1,"[59, 9, 13, 62]"
661,221,0,[46]
99,483,1,[55]
588,91,0,"[93, 18]"
282,411,0,"[61, 48, 77, 10]"
883,8,1,"[68, 44]"
403,32,0,"[57, 31, 87]"
109,468,1,"[9, 12, 12]"
700,320,1,"[85, 72, 18, 6]"
199,394,0,"[80, 45, 77]"
303,269,1,[47]
327,191,1,"[77, 3]"
154,349,1,"[2, 74, 68]"
552,163,0,"[92, 27, 22, 29]"
645,61,1,"[86, 50]"
405,438,1,[85]
462,264,1,"[42, 75, 90, 57]"
132,285,0,"[39, 45, 61]"
791,95,1,[78]
874,41,1,"[22, 43, 43]"
84,414,1,"[43, 10, 59]"
399,470,1,"[2, 15]"
754,149,1,"[8, 40, 37, 68]"
628,204,1,[34]
109,267,1,"[34, 75, 99]"
221,2,1,[47]
904,178,1,"[7, 26, 8]"
553,425,1,"[29, 13, 22, 28]"
368,194,1,"[85, 14]"
147,482,1,"[72, 89, 80]"
112,387,1,[66]
615,336,1,[15]
558,435,1,[89]
924,196,1,[95]
494,343,1,"[61, 56, 35, 59]"
505,249,1,[85]
475,498,0,"[72, 21, 83, 2]"
836,212,1,"[96, 81, 35, 9]"
890,153,0,"[20, 88, 48, 8]"
271,158,1,"[90, 78, 51, 95]"
995,466,1,"[59, 49, 38, 15]"
421,362,0,"[5, 60, 5, 65]"
897,139,1,[39]
707,221,1,"[90, 61, 27]"
367,273,0,"[79, 46, 8, 51]"
280,154,1,"[33, 19, 77]"
283,249,1,"[57, 74, 93, 66]"
40,279,1,"[49, 13]"
959,440,0,"[92, 68, 43, 45]"
189,436,0,"[7, 38]"
164,304,1,"[92, 43, 26]"
994,276,1,"[90, 38, 0, 50]"
989,493,0,"[32, 49, 53]"
536,2,1,"[80, 78, 85]"
536,88,1,[18]
4,287,1,"[22, 63, 99, 38]"
835,411,1,"[48, 58, 19, 60]"
290,130,1,"[8, 22, 6]"
953,78,0,"[59, 60, 74]"
433,260,0,"[80, 99, 25, 99]"
471,241,1,"[53, 30]"
181,141,1,[98]
248,228,1,[27]
628,163,1,"[5, 33]"
279,236,1,"[8, 92, 97, 11]"
877,128,1,"[70, 30, 32, 6]"
581,200,1,"[19, 4, 66]"
863,450,1,"[37, 78, 98]"
254,390,1,"[22, 96, 1, 99]"
181,31,1,[77]
830,138,1,"[61, 10]"
681,492,1,"[46, 93, 99, 19]"
825,21,0,"[15, 97, 44, 7]"
509,234,0,[61]
761,202,1,"[20, 63, 29, 35]"
700,279,1,[84]
566,131,1,"[86, 18]"
326,416,1,"[73, 26]"
357,148,1,"[12, 8, 16]"
825,458,0,"[43, 44, 87]"
650,29,1,"[50, 82]"
680,361,1,"[57, 29]"
391,308,1,[7]
615,371,1,[46]
934,430,1,"[88, 44, 4, 96]"
85,162,1,"[85, 46, 24]"
317,357,1,"[49, 92, 44]"
212,340,1,"[29, 47, 50, 93]"
515,61,0,"[54, 45, 30]"
384,125,1,"[91, 73]"
691,456,1,"[32, 55, 57, 56]"
342,71,1,[10]
815,326,1,"[80, 91, 16]"
964,395,1,[9]
988,364,1,"[5, 80]"
844,466,1,"[89, 3, 61, 83]"
38,243,1,"[63, 55, 74, 22]"
511,490,1,[30]
420,249,1,"[85, 4, 36]"
751,221,1,[69]
169,473,1,[46]
965,447,1,"[93, 29, 80, 59]"
909,21,1,"[23, 30, 27, 44]"
343,494,1,"[3, 60, 38]"
826,387,1,"[23, 70, 45]"
306,82,0,[47]
542,344,1,[8]
702,367,0,"[1, 90]"
869,486,1,"[4, 11, 51, 25]"
537,10,1,"[66, 72, 58]"
112,411,1,"[38, 62, 99, 24]"
411,12,1,[27]
947,263,1,"[20, 92, 88]"
206,145,1,"[60, 56]"
185,449,0,"[18, 74, 88]"
382,192,1,[31]
496,250,1,[76]
379,114,0,"[16, 54]"
47,26,0,"[18, 73, 41]"
886,271,1,"[72, 74, 37]"
